일시,지역명,숙박업소 개수
9,경상남도 양산시,135
9,경상남도 의령군,8
9,경상남도 진주시,119
9,경상남도 창녕군,31
9,경상남도 창원시 마산합포구,78
9,경상남도 창원시 마산회원구,35
9,경상남도 창원시 성산구,93
9,경상남도 창원시 의창구,85
9,경상남도 창원시 진해구,56
9,경상남도 통영시,343
9,경상남도 하동군,88
9,경상남도 함안군,12
9,경상남도 함양군,28
9,경상남도 합천군,49
9,경상북도 경산시,49
9,경상북도 경주시,866
9,경상북도 고령군,3
9,경상북도 구미시,123
9,경상북도 군위군,11
9,경상북도 김천시,61
9,경상북도 문경시,80
9,경상북도 봉화군,19
9,경상북도 상주시,37
9,경상북도 성주군,48
9,경상북도 안동시,149
9,경상북도 영덕군,147
9,경상북도 영양군,2
9,경상북도 영주시,52
9,경상북도 영천시,36
9,경상북도 예천군,10
9,경상북도 울릉군,44
9,경상북도 울진군,81
9,경상북도 의성군,9
9,경상북도 청도군,81
9,경상북도 청송군,17
9,경상북도 칠곡군,35
9,경상북도 포항시,443
9,광주광역시 광산구,86
9,광주광역시 남구,16
9,광주광역시 동구,52
9,광주광역시 북구,71
9,광주광역시 서구,99
9,대구광역시 군위군,7
9,대구광역시 남구,24
9,대구광역시 달서구,73
9,대구광역시 달성군,28
9,대구광역시 동구,86
9,대구광역시 북구,51
9,대구광역시 서구,38
9,대구광역시 수성구,39
9,대구광역시 중구,60
9,대전광역시 대덕구,49
9,대전광역시 동구,53
9,대전광역시 서구,54
9,대전광역시 유성구,81
9,대전광역시 중구,53
9,부산광역시 강서구,58
9,부산광역시 금정구,30
9,부산광역시 기장군,124
9,부산광역시 남구,37
9,부산광역시 동구,85
9,부산광역시 동래구,54
9,부산광역시 부산광역시진구,9
9,부산광역시 부산진구,143
9,부산광역시 북구,53
9,부산광역시 사상구,63
9,부산광역시 사하구,39
9,부산광역시 서구,43
9,부산광역시 수영구,116
9,부산광역시 연제구,42
9,부산광역시 영도구,35
9,부산광역시 중구,89
9,부산광역시 해운대구,264
9,세종특별자치시 금남면,1
9,세종특별자치시 다솜3로,1
9,세종특별자치시 다솜로,2
9,세종특별자치시 도움1로,1
9,세종특별자치시 부강면,4
9,세종특별자치시 연동면,3
9,세종특별자치시 연서면,2
9,세종특별자치시 전동면,1
9,세종특별자치시 전의면,2
9,세종특별자치시 조치원읍,7
9,울산광역시 남구,123
9,울산광역시 동구,39
9,울산광역시 북구,54
9,울산광역시 울주군,177
9,울산광역시 중구,25
9,전라남도 강진군,14
9,전라남도 고흥군,46
9,전라남도 곡성군,17
9,전라남도 광양시,75
9,전라남도 구례군,77
9,전라남도 나주시,54
9,전라남도 담양군,83
9,전라남도 목포시,140
9,전라남도 무안군,35
9,전라남도 보성군,28
9,전라남도 순천시,184
9,전라남도 신안군,22
9,전라남도 여수시,622
9,전라남도 영광군,25
9,전라남도 영암군,18
9,전라남도 완도군,66
9,전라남도 장성군,34
9,전라남도 장흥군,15
9,전라남도 진도군,18
9,전라남도 함평군,14
9,전라남도 해남군,43
9,전라남도 화순군,19
9,전북특별자치도 고창군,32
9,전북특별자치도 군산시,133
9,전북특별자치도 김제시,23
9,전북특별자치도 남원시,55
9,전북특별자치도 무주군,125
9,전북특별자치도 부안군,172
9,전북특별자치도 순창군,11
9,전북특별자치도 완주군,77
9,전북특별자치도 익산시,84
9,전북특별자치도 임실군,9
9,전북특별자치도 장수군,4
9,전북특별자치도 전주시,584
9,전북특별자치도 정읍시,47
9,전북특별자치도 진안군,15
9,제주특별자치도 서귀포시,1038
9,제주특별자치도 제주시,1489
9,제주특별자치도 제주특별자치도시,15
9,충청남도 계룡시,17
9,충청남도 공주시,135
9,충청남도 금산군,31
9,충청남도 논산시,58
9,충청남도 당진시,51
9,충청남도 보령시,293
9,충청남도 부여군,25
9,충청남도 서산시,112
9,충청남도 서천군,35
9,충청남도 아산시,88
9,충청남도 예산군,46
9,충청남도 천안시 동남구,76
9,충청남도 천안시 서북구,93
9,충청남도 청양군,19
9,충청남도 태안,1
9,충청남도 태안군,819
9,충청남도 홍성군,33
9,충청북도 괴산군,75
9,충청북도 단양군,187
9,충청북도 보은군,42
9,충청북도 영동군,14
9,충청북도 옥천군,14
9,충청북도 음성군,28
9,충청북도 제천시,133
9,충청북도 증평군,8
9,충청북도 진천군,42
9,충청북도 청주시 상당구,76
9,충청북도 청주시 서원구,16
9,충청북도 청주시 청원구,49
9,충청북도 청주시 흥덕구,88
9,충청북도 충주시,135
10,강원특별자치도 강릉시,728
10,강원특별자치도 고성군,230
10,강원특별자치도 동해시,116
10,강원특별자치도 삼척시,178
10,강원특별자치도 속초시,296
10,강원특별자치도 양구군,22
10,강원특별자치도 양양군,386
10,강원특별자치도 영월군,119
10,강원특별자치도 원주시,152
10,강원특별자치도 인제군,104
10,강원특별자치도 정선군,107
10,강원특별자치도 철원군,33
10,강원특별자치도 춘천시,362
10,강원특별자치도 태백시,22
10,강원특별자치도 평창군,267
10,강원특별자치도 홍천군,279
10,강원특별자치도 화천군,57
10,강원특별자치도 횡성군,108
10,경상남도 거제시,617
10,경상남도 거창군,40
10,경상남도 고성군,52
10,경상남도 김해시,142
10,경상남도 남해군,406
10,경상남도 밀양시,107
10,경상남도 사천시,115
10,경상남도 산청군,96
10,경상남도 양산시,137
10,경상남도 의령군,8
10,경상남도 진주시,120
10,경상남도 창녕군,31
10,경상남도 창원시 마산합포구,79
10,경상남도 창원시 마산회원구,35
10,경상남도 창원시 성산구,93
10,경상남도 창원시 의창구,86
10,경상남도 창원시 진해구,57
10,경상남도 통영시,344
10,경상남도 하동군,86
10,경상남도 함안군,12
10,경상남도 함양군,28
10,경상남도 합천군,49
10,경상북도 경산시,49
10,경상북도 경주시,868
10,경상북도 고령군,3
10,경상북도 구미시,123
10,경상북도 군위군,10
10,경상북도 김천시,62
10,경상북도 문경시,80
10,경상북도 봉화군,19
10,경상북도 상주시,38
10,경상북도 성주군,48
10,경상북도 안동시,151
10,경상북도 영덕군,148
10,경상북도 영양군,2
10,경상북도 영주시,52
10,경상북도 영천시,36
10,경상북도 예천군,10
10,경상북도 울릉군,46
10,경상북도 울진군,80
10,경상북도 의성군,9
10,경상북도 청도군,86
10,경상북도 청송군,18
10,경상북도 칠곡군,36
10,경상북도 포항시,442
10,광주광역시 광산구,86
10,광주광역시 남구,16
10,광주광역시 동구,52
10,광주광역시 북구,71
10,광주광역시 서구,97
10,대구광역시 군위군,7
10,대구광역시 남구,24
10,대구광역시 달서구,73
10,대구광역시 달성군,28
10,대구광역시 동구,88
10,대구광역시 북구,52
10,대구광역시 서구,38
10,대구광역시 수성구,39
10,대구광역시 중구,60
10,대전광역시 대덕구,49
10,대전광역시 동구,55
10,대전광역시 서구,54
10,대전광역시 유성구,81
10,대전광역시 중구,53
10,부산광역시 강서구,58
10,부산광역시 금정구,30
10,부산광역시 기장군,122
10,부산광역시 남구,36
10,부산광역시 동구,85
10,부산광역시 동래구,53
10,부산광역시 부산광역시진구,9
10,부산광역시 부산진구,140
10,부산광역시 북구,54
10,부산광역시 사상구,63
10,부산광역시 사하구,39
10,부산광역시 서구,43
10,부산광역시 수영구,118
10,부산광역시 연제구,42
10,부산광역시 영도구,34
10,부산광역시 중구,89
10,부산광역시 해운대구,267
10,세종특별자치시 금남면,1
10,세종특별자치시 다솜3로,1
10,세종특별자치시 다솜로,2
10,세종특별자치시 도움1로,1
10,세종특별자치시 부강면,4
10,세종특별자치시 연동면,3
10,세종특별자치시 연서면,2
10,세종특별자치시 전동면,1
10,세종특별자치시 전의면,2
10,세종특별자치시 조치원읍,7
10,울산광역시 남구,124
10,울산광역시 동구,39
10,울산광역시 북구,53
10,울산광역시 울주군,176
10,울산광역시 중구,25
10,전라남도 강진군,14
10,전라남도 고흥군,47
10,전라남도 곡성군,17
10,전라남도 광양시,75
10,전라남도 구례군,75
10,전라남도 나주시,53
10,전라남도 담양군,84
10,전라남도 목포시,141
10,전라남도 무안군,34
10,전라남도 보성군,27
10,전라남도 순천시,184
10,전라남도 신안군,22
10,전라남도 여수시,612
10,전라남도 영광군,25
10,전라남도 영암군,18
10,전라남도 완도군,67
10,전라남도 장성군,34
10,전라남도 장흥군,15
10,전라남도 진도군,18
10,전라남도 함평군,14
10,전라남도 해남군,42
10,전라남도 화순군,19
10,전북특별자치도 고창군,33
10,전북특별자치도 군산시,133
10,전북특별자치도 김제시,23
10,전북특별자치도 남원시,55
10,전북특별자치도 무주군,123
10,전북특별자치도 부안군,175
10,전북특별자치도 순창군,11
10,전북특별자치도 완주군,80
10,전북특별자치도 익산시,84
10,전북특별자치도 임실군,9
10,전북특별자치도 장수군,4
10,전북특별자치도 전주시,582
10,전북특별자치도 정읍시,48
10,전북특별자치도 진안군,15
10,제주특별자치도 서귀포시,1042
10,제주특별자치도 제주시,1483
10,제주특별자치도 제주특별자치도시,15
10,충청남도 계룡시,17
10,충청남도 공주시,136
10,충청남도 금산군,32
10,충청남도 논산시,59
10,충청남도 당진시,53
10,충청남도 보령시,293
10,충청남도 부여군,25
10,충청남도 서산시,115
10,충청남도 서천군,36
10,충청남도 아산시,88
10,충청남도 예산군,46
10,충청남도 천안시 동남구,77
10,충청남도 천안시 서북구,93
10,충청남도 청양군,19
10,충청남도 태안,1
10,충청남도 태안군,813
10,충청남도 홍성군,33
10,충청북도 괴산군,77
10,충청북도 단양군,187
10,충청북도 보은군,42
10,충청북도 영동군,14
10,충청북도 옥천군,16
10,충청북도 음성군,28
10,충청북도 제천시,133
10,충청북도 증평군,8
10,충청북도 진천군,41
10,충청북도 청주시 상당구,76
10,충청북도 청주시 서원구,16
10,충청북도 청주시 청원구,49
10,충청북도 청주시 흥덕구,87
10,충청북도 충주시,135
11,강원특별자치도 강릉시,730
11,강원특별자치도 고성군,229
11,강원특별자치도 동해시,113
11,강원특별자치도 삼척시,179
11,강원특별자치도 속초시,294
11,강원특별자치도 양구군,22
11,강원특별자치도 양양군,383
11,강원특별자치도 영월군,118
11,강원특별자치도 원주시,152
11,강원특별자치도 인제군,107
11,강원특별자치도 정선군,108
11,강원특별자치도 철원군,34
11,강원특별자치도 춘천시,369
11,강원특별자치도 태백시,22
11,강원특별자치도 평창군,270
11,강원특별자치도 홍천군,282
11,강원특별자치도 화천군,58
11,강원특별자치도 횡성군,111
11,경상남도 거제시,621
11,경상남도 거창군,42
11,경상남도 고성군,52
11,경상남도 김해시,142
11,경상남도 남해군,409
11,경상남도 밀양시,106
11,경상남도 사천시,117
11,경상남도 산청군,98
11,경상남도 양산시,137
11,경상남도 의령군,8
11,경상남도 진주시,118
11,경상남도 창녕군,32
11,경상남도 창원시 마산합포구,78
11,경상남도 창원시 마산회원구,35
11,경상남도 창원시 성산구,92
11,경상남도 창원시 의창구,86
11,경상남도 창원시 진해구,58
11,경상남도 통영시,345
11,경상남도 하동군,89
11,경상남도 함안군,12
11,경상남도 함양군,28
11,경상남도 합천군,49
11,경상북도 경산시,50
11,경상북도 경주시,883
11,경상북도 고령군,3
11,경상북도 구미시,125
11,경상북도 군위군,10
11,경상북도 김천시,62
11,경상북도 문경시,80
11,경상북도 봉화군,19
11,경상북도 상주시,38
11,경상북도 성주군,48
11,경상북도 안동시,152
11,경상북도 영덕군,149
11,경상북도 영양군,2
11,경상북도 영주시,54
11,경상북도 영천시,36
11,경상북도 예천군,11
11,경상북도 울릉군,45
11,경상북도 울진군,82
11,경상북도 의성군,8
11,경상북도 청도군,85
11,경상북도 청송군,18
11,경상북도 칠곡군,35
11,경상북도 포항시,445
11,광주광역시 광산구,86
11,광주광역시 남구,16
11,광주광역시 동구,52
11,광주광역시 북구,72
11,광주광역시 서구,100
11,대구광역시 군위군,7
11,대구광역시 남구,24
11,대구광역시 달서구,73
11,대구광역시 달성군,28
11,대구광역시 동구,87
11,대구광역시 북구,54
11,대구광역시 서구,38
11,대구광역시 수성구,40
11,대구광역시 중구,59
11,대전광역시 대덕구,50
11,대전광역시 동구,54
11,대전광역시 서구,54
11,대전광역시 유성구,82
11,대전광역시 중구,54
11,부산광역시 강서구,57
11,부산광역시 금정구,30
11,부산광역시 기장군,119
11,부산광역시 남구,35
11,부산광역시 동구,87
11,부산광역시 동래구,53
11,부산광역시 부산광역시진구,9
11,부산광역시 부산진구,142
11,부산광역시 북구,54
11,부산광역시 사상구,64
11,부산광역시 사하구,39
11,부산광역시 서구,44
11,부산광역시 수영구,120
11,부산광역시 연제구,42
11,부산광역시 영도구,35
11,부산광역시 중구,92
11,부산광역시 해운대구,270
11,세종특별자치시 금남면,1
11,세종특별자치시 다솜3로,1
11,세종특별자치시 다솜로,2
11,세종특별자치시 도움1로,1
11,세종특별자치시 부강면,5
11,세종특별자치시 연동면,3
11,세종특별자치시 연서면,2
11,세종특별자치시 전동면,1
11,세종특별자치시 전의면,3
11,세종특별자치시 조치원읍,7
11,울산광역시 남구,123
11,울산광역시 동구,39
11,울산광역시 북구,54
11,울산광역시 울주군,179
11,울산광역시 중구,25
11,전라남도 강진군,14
11,전라남도 고흥군,47
11,전라남도 곡성군,17
11,전라남도 광양시,75
11,전라남도 구례군,78
11,전라남도 나주시,53
11,전라남도 담양군,87
11,전라남도 목포시,144
11,전라남도 무안군,35
11,전라남도 보성군,27
11,전라남도 순천시,181
11,전라남도 신안군,20
11,전라남도 여수시,626
11,전라남도 영광군,25
11,전라남도 영암군,18
11,전라남도 완도군,67
11,전라남도 장성군,33
11,전라남도 장흥군,15
11,전라남도 진도군,18
11,전라남도 함평군,14
11,전라남도 해남군,43
11,전라남도 화순군,18
11,전북특별자치도 고창군,32
11,전북특별자치도 군산시,134
11,전북특별자치도 김제시,22
11,전북특별자치도 남원시,56
11,전북특별자치도 무주군,124
11,전북특별자치도 부안군,172
11,전북특별자치도 순창군,11
11,전북특별자치도 완주군,76
11,전북특별자치도 익산시,83
11,전북특별자치도 임실군,9
11,전북특별자치도 장수군,4
11,전북특별자치도 전주시,581
11,전북특별자치도 정읍시,48
11,전북특별자치도 진안군,15
11,제주특별자치도 서귀포시,1049
11,제주특별자치도 제주시,1500
11,제주특별자치도 제주특별자치도시,15
11,충청남도 계룡시,17
11,충청남도 공주시,135
11,충청남도 금산군,32
11,충청남도 논산시,59
11,충청남도 당진시,53
11,충청남도 보령시,293
11,충청남도 부여군,25
11,충청남도 서산시,117
11,충청남도 서천군,37
11,충청남도 아산시,91
11,충청남도 예산군,48
11,충청남도 천안시 동남구,78
11,충청남도 천안시 서북구,96
11,충청남도 청양군,20
11,충청남도 태안,1
11,충청남도 태안군,808
11,충청남도 홍성군,33
11,충청북도 괴산군,79
11,충청북도 단양군,185
11,충청북도 보은군,42
11,충청북도 영동군,13
11,충청북도 옥천군,15
11,충청북도 음성군,27
11,충청북도 제천시,135
11,충청북도 증평군,8
11,충청북도 진천군,41
11,충청북도 청주시 상당구,76
11,충청북도 청주시 서원구,16
11,충청북도 청주시 청원구,52
11,충청북도 청주시 흥덕구,86
11,충청북도 충주시,138
12,강원특별자치도 강릉시,734
12,강원특별자치도 고성군,235
12,강원특별자치도 동해시,114
12,강원특별자치도 삼척시,181
12,강원특별자치도 속초시,296
12,강원특별자치도 양구군,23
12,강원특별자치도 양양군,390
12,강원특별자치도 영월군,118
12,강원특별자치도 원주시,152
12,강원특별자치도 인제군,107
12,강원특별자치도 정선군,106
12,강원특별자치도 철원군,34
12,강원특별자치도 춘천시,373
12,강원특별자치도 태백시,22
12,강원특별자치도 평창군,269
12,강원특별자치도 홍천군,282
12,강원특별자치도 화천군,58
12,강원특별자치도 횡성군,112
12,경상남도 거제시,621
12,경상남도 거창군,41
12,경상남도 고성군,51
12,경상남도 김해시,141
12,경상남도 남해군,413
12,경상남도 밀양시,106
12,경상남도 사천시,116
12,경상남도 산청군,101
12,경상남도 양산시,137
12,경상남도 의령군,8
12,경상남도 진주시,119
12,경상남도 창녕군,32
12,경상남도 창원시 마산합포구,77
12,경상남도 창원시 마산회원구,35
12,경상남도 창원시 성산구,93
12,경상남도 창원시 의창구,86
12,경상남도 창원시 진해구,58
12,경상남도 통영시,345
12,경상남도 하동군,90
12,경상남도 함안군,12
12,경상남도 함양군,28
12,경상남도 합천군,49
12,경상북도 경산시,51
12,경상북도 경주시,907
12,경상북도 고령군,3
12,경상북도 구미시,125
12,경상북도 군위군,10
12,경상북도 김천시,63
12,경상북도 문경시,80
12,경상북도 봉화군,18
12,경상북도 상주시,37
12,경상북도 성주군,49
12,경상북도 안동시,154
12,경상북도 영덕군,153
12,경상북도 영양군,2
12,경상북도 영주시,54
12,경상북도 영천시,36
12,경상북도 예천군,11
12,경상북도 울릉군,46
12,경상북도 울진군,81
12,경상북도 의성군,8
12,경상북도 청도군,90
12,경상북도 청송군,18
12,경상북도 칠곡군,36
12,경상북도 포항시,448
12,광주광역시 광산구,87
12,광주광역시 남구,16
12,광주광역시 동구,54
12,광주광역시 북구,72
12,광주광역시 서구,100
12,대구광역시 군위군,7
12,대구광역시 남구,25
12,대구광역시 달서구,73
12,대구광역시 달성군,29
12,대구광역시 동구,87
12,대구광역시 북구,54
12,대구광역시 서구,38
12,대구광역시 수성구,40
12,대구광역시 중구,59
12,대전광역시 대덕구,51
12,대전광역시 동구,55
12,대전광역시 서구,54
12,대전광역시 유성구,84
12,대전광역시 중구,56
12,부산광역시 강서구,58
12,부산광역시 금정구,30
12,부산광역시 기장군,123
12,부산광역시 남구,36
12,부산광역시 동구,88
12,부산광역시 동래구,52
12,부산광역시 부산광역시진구,9
12,부산광역시 부산진구,144
12,부산광역시 북구,54
12,부산광역시 사상구,64
12,부산광역시 사하구,39
12,부산광역시 서구,45
12,부산광역시 수영구,119
12,부산광역시 연제구,42
12,부산광역시 영도구,36
12,부산광역시 중구,92
12,부산광역시 해운대구,269
12,세종특별자치시 금남면,1
12,세종특별자치시 다솜3로,1
12,세종특별자치시 다솜로,2
12,세종특별자치시 도움1로,1
12,세종특별자치시 부강면,5
12,세종특별자치시 연동면,3
12,세종특별자치시 연서면,2
12,세종특별자치시 전동면,1
12,세종특별자치시 전의면,3
12,세종특별자치시 조치원읍,7
12,울산광역시 남구,124
12,울산광역시 동구,39
12,울산광역시 북구,54
12,울산광역시 울주군,179
12,울산광역시 중구,25
12,전라남도 강진군,14
12,전라남도 고흥군,48
12,전라남도 곡성군,18
12,전라남도 광양시,76
12,전라남도 구례군,78
12,전라남도 나주시,53
12,전라남도 담양군,87
12,전라남도 목포시,145
12,전라남도 무안군,36
12,전라남도 보성군,27
12,전라남도 순천시,181
12,전라남도 신안군,22
12,전라남도 여수시,622
12,전라남도 영광군,26
12,전라남도 영암군,18
12,전라남도 완도군,66
12,전라남도 장성군,34
12,전라남도 장흥군,15
12,전라남도 진도군,18
12,전라남도 함평군,14
12,전라남도 해남군,43
12,전라남도 화순군,18
12,전북특별자치도 고창군,32
12,전북특별자치도 군산시,135
12,전북특별자치도 김제시,22
12,전북특별자치도 남원시,56
12,전북특별자치도 무주군,125
12,전북특별자치도 부안군,173
12,전북특별자치도 순창군,11
12,전북특별자치도 완주군,79
12,전북특별자치도 익산시,85
12,전북특별자치도 임실군,10
12,전북특별자치도 장수군,4
12,전북특별자치도 전주시,581
12,전북특별자치도 정읍시,48
12,전북특별자치도 진안군,15
12,제주특별자치도 서귀포시,1053
12,제주특별자치도 제주시,1517
12,제주특별자치도 제주특별자치도시,15
12,충청남도 계룡시,17
12,충청남도 공주시,135
12,충청남도 금산군,33
12,충청남도 논산시,59
12,충청남도 당진시,54
12,충청남도 보령시,296
12,충청남도 부여군,25
12,충청남도 서산시,117
12,충청남도 서천군,36
12,충청남도 아산시,91
12,충청남도 예산군,47
12,충청남도 천안시 동남구,79
12,충청남도 천안시 서북구,96
12,충청남도 청양군,20
12,충청남도 태안,1
12,충청남도 태안군,811
12,충청남도 홍성군,33
12,충청북도 괴산군,79
12,충청북도 단양군,186
12,충청북도 보은군,42
12,충청북도 영동군,13
12,충청북도 옥천군,16
12,충청북도 음성군,27
12,충청북도 제천시,137
12,충청북도 증평군,8
12,충청북도 진천군,41
12,충청북도 청주시 상당구,79
12,충청북도 청주시 서원구,14
12,충청북도 청주시 청원구,52
12,충청북도 청주시 흥덕구,86
12,충청북도 충주시,139
